,,,SKT0C0,SKT0C0,SKT0C0,SKT0C0,SKT0C1,SKT0C1,SKT0C1,SKT0C1,SKT0C2,SKT0C2,SKT0C2,SKT0C2,SKT0C3,SKT0C3,SKT0C3,SKT0C3,SKT0C4,SKT0C4,SKT0C4,SKT0C4,SKT0C5,SKT0C5,SKT0C5,SKT0C5,SKT0C6,SKT0C6,SKT0C6,SKT0C6,SKT0C7,SKT0C7,SKT0C7,SKT0C7,SKT0C8,SKT0C8,SKT0C8,SKT0C8,SKT0C9,SKT0C9,SKT0C9,SKT0C9,SKT0C10,SKT0C10,SKT0C10,SKT0C10,SKT0C11,SKT0C11,SKT0C11,SKT0C11,SKT0C12,SKT0C12,SKT0C12,SKT0C12,SKT0C13,SKT0C13,SKT0C13,SKT0C13,SKT0C14,SKT0C14,SKT0C14,SKT0C14,SKT0C15,SKT0C15,SKT0C15,SKT0C15,SKT1C0,SKT1C0,SKT1C0,SKT1C0,SKT1C1,SKT1C1,SKT1C1,SKT1C1,SKT1C2,SKT1C2,SKT1C2,SKT1C2,SKT1C3,SKT1C3,SKT1C3,SKT1C3,SKT1C4,SKT1C4,SKT1C4,SKT1C4,SKT1C5,SKT1C5,SKT1C5,SKT1C5,SKT1C6,SKT1C6,SKT1C6,SKT1C6,SKT1C7,SKT1C7,SKT1C7,SKT1C7,SKT1C8,SKT1C8,SKT1C8,SKT1C8,SKT1C9,SKT1C9,SKT1C9,SKT1C9,SKT1C10,SKT1C10,SKT1C10,SKT1C10,SKT1C11,SKT1C11,SKT1C11,SKT1C11,SKT1C12,SKT1C12,SKT1C12,SKT1C12,SKT1C13,SKT1C13,SKT1C13,SKT1C13,SKT1C14,SKT1C14,SKT1C14,SKT1C14,SKT1C15,SKT1C15,SKT1C15,SKT1C15,
2026-08-13,12:13:07.218,997,6040000366,8690285,39658435,8794944,5992064464,8691964,39660215,8797268,6196785627,8692352,39659182,8795871,6255438272,8690829,39657817,8794634,7205986662,8694203,39667445,8804915,7088335240,8688576,39663869,8800524,7285044198,8689961,39663352,8800337,7452471000,8688091,39661048,8798647,6760428603,8690257,39669711,8805884,6616156427,8688576,39665953,8803479,6720319964,8692746,39664395,8802218,6938687500,8692512,39668366,8805101,6669163058,8685043,39658035,8794551,6582900010,8688708,39654620,8792147,6790891308,8686285,39655921,8793799,6929859303,8688580,39657656,8794448,23632913252,30881883,69089,60846,23301559443,30881600,73466,64344,24141522261,30883492,76328,67010,23900443324,30882848,71222,63062,23610903189,30881838,70282,60596,23183994074,30882062,70432,61825,24177639530,30882813,72222,62637,24404597665,30884386,72093,64713,23959528264,30881773,70265,61858,23525037960,30884297,74581,65705,23732180766,30880845,70119,60346,24465336397,30882757,70735,60804,24421067270,30884568,72799,65383,23769566896,30882502,71926,63943,24412911411,30881021,68786,60241,24937456687,30880872,68735,60070,
2026-08-13,12:13:08.218,998,5901273919,8702103,39696925,8806740,5870816241,8703733,39697800,8808643,6074473325,8704614,39697898,8807806,6129913858,8703926,39696456,8806770,7249058807,8706488,39705697,8816932,7148184733,8700623,39702956,8813130,7354502191,8701220,39701834,8812304,7501784107,8700758,39699773,8810973,6704586635,8702038,39707143,8818012,6568083073,8700464,39703527,8815032,6676307408,8705384,39702894,8814557,6898448955,8704432,39706111,8816682,6562755018,8697326,39695828,8806248,6499287933,8700576,39692658,8803821,6697699901,8698257,39694406,8806065,6836614206,8700719,39696167,8806730,23639060764,30908288,66457,57470,23307679867,30909099,71557,61704,24152959860,30909062,71971,61423,23907599016,30908609,70120,60147,23633783367,30907230,67948,57046,23206499180,30907732,66397,57235,24201245935,30909822,68895,59757,24429458832,30910024,69320,60895,23974221280,30907883,66808,57921,23535531630,30909681,70847,61383,23747171218,30907091,65646,55156,24479000772,30908252,67351,56512,24428320811,30910144,69118,60299,23781194279,30908149,66758,57903,24422984380,30907626,65930,57085,24952492790,30905479,64362,54884,
2026-08-13,12:13:09.219,998,5909100795,8717128,39717706,8822815,5874695730,8719590,39719843,8825430,6072545574,8719090,39718431,8823800,6134702066,8718216,39716710,8822308,7218646256,8719997,39725132,8831493,7119709801,8715389,39722915,8828226,7321678952,8716304,39722241,8828077,7468593735,8714965,39720046,8826210,6719457334,8716638,39727323,8833608,6586784041,8715090,39723845,8830382,6691692351,8719589,39723397,8830013,6910775705,8718406,39726491,8832493,6563322134,8711667,39715538,8821988,6494013218,8714752,39713011,8819634,6694946429,8713253,39715193,8822226,6830301931,8715019,39715789,8821852,23639723742,30915004,75966,66813,23305605514,30915246,79034,68852,24150979220,30915879,80668,70720,23914520051,30916371,78669,69261,23634655392,30914488,77370,66822,23205090837,30916523,77931,68621,24200625043,30915735,76645,66971,24430193491,30917412,78270,69934,23969780778,30914135,75062,66550,23537193594,30917593,81347,71759,23746913404,30914222,75032,65003,24484855517,30916779,77446,67607,24433707939,30915061,76145,67989,23779502288,30913514,74296,66141,24423886255,30916044,76985,68426,24945729562,30913102,73943,64915,
2026-08-13,12:13:10.219,998,5963884241,8698641,39680777,8805441,5928461748,8701170,39682122,8808164,6126266423,8701026,39681090,8806507,6188990986,8700202,39679555,8805081,7215358752,8701494,39687283,8813487,7108231534,8696638,39685735,8810591,7314830125,8697508,39684271,8809974,7464162497,8697381,39682720,8808966,6739008655,8697953,39689455,8815589,6603444790,8697206,39686438,8812718,6711786795,8701438,39685675,8812463,6927608532,8700053,39689136,8814751,6588619201,8693749,39678292,8804514,6521736279,8697457,39675792,8802207,6721166300,8695287,39677239,8804363,6859192977,8697293,39678853,8805070,23644588393,30894641,68973,60284,23315398714,30894591,73004,63365,24160433872,30894361,72272,62363,23918044403,30894571,69677,60628,23629573477,30893247,67798,57750,23207844424,30894423,67926,59350,24199817027,30894702,68050,59211,24425761366,30896049,70196,62034,23978213994,30892404,66447,57800,23545344751,30895249,71468,61410,23757385794,30893063,67482,57318,24487571895,30894446,68751,58497,24437061803,30894589,68920,60763,23793741751,30892820,67636,58615,24429503657,30892459,67366,58345,24956684956,30892501,66940,57898,
2026-08-13,12:13:11.220,998,5936519136,8818213,39821686,8923688,5891975102,8820917,39823544,8926714,6079465915,8820585,39821861,8924376,6144038085,8820672,39821425,8924013,7110658135,8822219,39829141,8932886,7004317444,8816925,39827034,8929151,7187905087,8817615,39825538,8928608,7351146531,8816671,39822926,8927058,6671872265,8818266,39830427,8933811,6540528349,8816985,39827080,8930909,6640686343,8822012,39826558,8930646,6844433731,8821558,39830590,8934193,6560780386,8814083,39818429,8922511,6483397487,8817096,39816498,8920526,6675550338,8814698,39817334,8922007,6812471837,8817253,39819161,8922684,23656202200,30917331,75364,66623,23322690174,30916397,77457,67770,24171993091,30918035,81436,71150,23927458754,30917366,76442,66842,23637722940,30918217,77889,67307,23206549310,30917574,75291,65923,24205964827,30918345,76807,67468,24434482759,30918953,78122,69562,23986003335,30915318,74078,64836,23546243562,30918852,80953,70642,23755533907,30918608,79379,68117,24497322431,30918667,78676,67698,24449720939,30918041,79605,70548,23793975468,30917205,77135,67763,24440870878,30916213,75925,66460,24963478737,30915776,75720,65808,
2026-08-13,12:13:12.220,998,2823525528,4332274,19182458,4535343,2805000013,4333026,19182698,4536403,2899809286,4333587,19182333,4535735,2930581263,4332980,19181711,4535291,3402815344,4333303,19184865,4538808,3353042709,4330952,19183462,4537022,3442400339,4331504,19182451,4536846,3516469583,4331175,19181555,4536052,3175346814,4332198,19184706,4539635,3113522662,4331628,19183498,4538380,3161211973,4333048,19182425,4537649,3261118015,4332847,19183680,4539058,3116950512,4330523,19180823,4535652,3086772240,4331689,19178589,4533895,3179061340,4330079,19177339,4533574,3240223495,4331360,19178454,4534011,11169218311,14650937,46760,39521,11016366935,14649897,47123,39671,11409469944,14650126,47682,39747,11299092636,14650316,46923,39430,11164869284,14649754,44778,37199,10960647158,14649530,45199,37716,11431414087,14649628,45535,37972,11538919964,14650809,47198,40297,11323847248,14648072,44334,37010,11120972431,14649685,46339,38595,11222397441,14648767,44846,37193,11564638881,14648811,44994,37100,11541331030,14649898,46885,39670,11237810261,14649289,46638,39574,11538284993,14648329,46471,39052,11788368159,14648191,45951,38440,
2026-08-13,12:13:13.220,997,1771145,5722,23699,11439,1669431,5233,23865,11342,1887074,5668,24694,11778,2016885,5863,25574,12424,1613134,4997,25446,12077,1507747,4826,24230,11557,1620504,4948,21513,10143,1721992,4991,21332,10073,1569022,4935,22210,10420,1631655,5157,22669,10742,1665645,5081,22413,10654,1572217,4838,21295,10083,1964558,5603,24253,11858,1972583,5669,24198,11858,1661061,4915,21078,9797,1660240,4818,20964,9828,5172710,17690,23175,20122,4967883,17671,23244,20202,5364435,18007,23003,20028,5404143,18261,22726,19877,4953375,17287,23031,20016,4468030,16539,23122,20129,4729773,16621,22969,20053,4804474,16682,23215,20211,4905944,17225,23189,20167,5044653,17394,22934,19946,4979649,17093,23028,20069,4716823,16487,22757,19825,5454861,17878,23495,20373,5475605,18026,23238,20098,4574722,16760,23441,20372,4736177,16502,23005,20083,
2026-08-13,12:13:14.221,997,1961961,5789,15766,10066,1858211,5268,15954,10092,1945676,5538,16486,10304,2145386,5768,17065,10686,1771155,5124,17533,10740,1691947,4980,16535,10280,1835417,4944,13725,8804,1871769,5125,13638,8773,1739203,4950,14090,8951,1739784,5104,14297,9058,1731837,4944,14397,9129,1761961,4935,13360,8612,2054370,5584,16251,10369,2068419,5610,16164,10363,1845404,5040,13063,8492,1845196,4919,12976,8422,2802892,8662,13894,10170,2722587,8717,14044,10353,2992969,8945,13864,10212,3070795,8990,13479,9950,2675761,8340,13800,10150,2370586,7779,14123,10298,2424850,7662,13610,10096,2494823,7915,13950,10258,2652298,8234,13858,10176,2698553,8431,13796,10092,2760379,8238,13578,10034,2533610,7786,13814,10206,3047796,8930,13994,10244,3092454,8929,13777,10065,2465634,7703,14003,10187,2445857,7541,13813,10147,
2026-08-13,12:13:15.221,998,1277371,3457,15999,6435,1136904,2941,16261,6433,1350354,3358,16758,6725,1421290,3441,17240,7069,1109670,2684,17647,6959,933843,2539,16229,6321,1072355,2646,13448,4928,1126799,2664,13386,4960,1025097,2572,14350,5254,1066757,2709,14524,5418,1100460,2651,14447,5416,1026043,2500,13306,4748,1389360,3275,16427,6585,1397742,3337,16448,6762,1112217,2528,13030,4552,1158072,2512,13136,4703,3596398,11715,16457,14317,3533636,11977,16656,14533,3954740,12171,16481,14362,3955541,12305,16206,14232,3503177,11400,16344,14245,3116791,10645,16387,14259,3211696,10685,16339,14241,3297203,10790,16666,14486,3515826,11481,16621,14472,3597294,11601,16541,14357,3576862,11286,16387,14257,3282628,10618,16277,14168,4024586,12025,16569,14342,4060867,12291,16698,14492,3249648,10935,16759,14539,3296392,10626,16490,14371,
2026-08-13,12:13:16.221,997,2040473,5841,11423,7106,1866332,5323,11446,7074,2041976,5613,11763,7149,2221615,5819,12469,7650,1833109,5073,12978,7651,1750565,4891,11859,7058,1852302,5001,8989,5652,1935625,5073,8986,5669,1788283,4986,9660,5922,1767052,4996,9673,5972,1822528,5052,9874,6123,1839423,4910,8744,5546,2126365,5712,11727,7357,2149948,5727,11881,7466,1872918,4967,8301,5253,1901404,4961,8429,5337,1863925,5205,10149,5405,1799415,5062,10093,5336,1985266,5247,10004,5270,2104298,5366,9695,5107,1702576,4789,10012,5330,1407247,3970,9918,5175,1435854,4039,9860,5234,1468671,4135,10086,5352,1741464,4612,10060,5309,1687682,4696,9858,5165,1842454,4538,9794,5131,1481586,4034,9772,5171,2092513,5237,9986,5240,2101975,5325,10014,5241,1423942,3981,10156,5349,1402279,3884,9981,5248,
2026-08-13,12:13:17.221,997,1517991,4603,29083,20448,1329518,4020,29116,20293,1570139,4519,29868,20736,1696430,4667,30594,21228,1344921,3818,31219,21177,1186421,3559,29626,20421,1292132,3755,26612,18940,1305620,3812,26752,19096,1220889,3649,27486,19244,1284202,3830,27622,19357,1275446,3689,27564,19338,1239017,3665,26582,18888,1559490,4384,29845,20838,1579395,4449,29708,20793,1330298,3707,26403,18645,1339009,3630,26369,18724,3227731,10209,14817,12350,3141595,10377,15006,12582,3528390,10706,14775,12270,3508518,10807,14431,12082,3175103,10180,14897,12416,2745264,9114,14667,12208,2838163,9201,14587,12188,2942966,9329,14715,12256,3143444,9951,14857,12381,3281618,10076,14767,12313,3241699,9774,14503,12137,2928210,9172,14398,12017,3592685,10560,14790,12269,3595727,10661,14705,12171,2916675,9554,15134,12522,2918465,9219,14788,12294,
2026-08-13,12:13:18.222,997,8174151,36602,1826689,1823233,8072409,36262,1826970,1823503,8396885,36743,1827837,1824049,8370765,36700,1827914,1824040,8177946,36095,1826961,1823325,7711119,35963,1826266,1823060,8144284,35855,1825466,1822461,8232631,36096,1825440,1822563,8047571,36198,1825681,1822801,7646934,36148,1825588,1822697,8005505,36004,1825760,1822667,8019008,35887,1825543,1822698,8241925,36477,1828175,1824196,8197939,36422,1827754,1823893,8064186,35938,1825055,1822387,8189575,36026,1825051,1822423,1235407,3675,7345,3472,1221289,3616,7498,3543,1396061,4024,7360,3448,1385590,4018,7225,3389,1258700,3763,7526,3590,1095509,3220,7530,3511,1158646,3280,7251,3427,1160697,3252,7460,3493,1169911,3370,7541,3570,1173139,3655,7611,3559,1222788,3451,7327,3401,1179876,3333,7348,3476,1628281,4401,7504,3513,1653706,4516,7558,3483,1108691,3019,7426,3503,1113793,2989,7320,3481,
2026-08-13,12:13:19.222,998,7531764,33766,1816044,1808568,7395576,33220,1816213,1808511,7691294,33641,1816644,1808715,7651870,33511,1816765,1808648,7461141,33003,1815882,1808220,7069468,33044,1815350,1808096,7435202,32984,1814978,1807876,7479043,33092,1814905,1807830,7348080,33195,1815145,1807865,7164575,33638,1816046,1808692,7359964,33187,1815442,1808099,7389023,33045,1815107,1807948,7527986,33552,1817701,1809322,7521232,33527,1817410,1809209,7409691,32968,1814547,1807428,7501188,33179,1814718,1807820,2657532,9149,14259,11095,2657086,9358,14560,11361,2855289,9526,14072,10961,2866298,9723,13934,10895,2681031,9245,14244,11127,2441372,8642,14183,10948,2604731,8738,14024,10923,2686224,8937,14249,11066,2669034,9109,14423,11205,2673913,9309,14289,11023,2617956,9050,14205,11029,2624014,8712,14115,10908,3147405,10124,14313,11084,3157450,10134,14221,10992,2637653,8994,14470,11280,2638740,8615,14095,11028,
2026-08-13,12:13:20.222,998,8227693,35961,1827097,1823547,8090192,35373,1827098,1823545,8376116,35726,1827615,1823859,8369786,35797,1827868,1824071,8094602,35214,1826958,1823297,7760417,35418,1826402,1823203,8083903,35099,1826032,1822929,8222583,35372,1825966,1822948,8087794,35239,1825893,1822898,7712548,35356,1825964,1823044,8015796,35209,1825998,1822791,8080726,35148,1825751,1822903,8256235,35694,1828423,1824371,8188779,35621,1828204,1824179,8216258,35285,1825459,1822679,8090931,35085,1825280,1822586,1647803,5368,11235,6267,1618371,5281,11299,6337,1775513,5600,11346,6331,1743046,5561,11146,6171,1637600,5302,11233,6313,1491601,4875,11620,6341,1572474,4967,11008,6167,1649701,5008,11381,6376,1604740,5072,11419,6371,1563135,5261,11376,6269,1633899,5074,11296,6211,1581316,4838,11189,6150,2049799,6030,11435,6312,2072289,6105,11437,6308,1597687,4818,11439,6387,1545275,4640,11183,6221,
2026-08-13,12:13:21.223,997,7602617,33775,1794482,1787003,7478388,33306,1794755,1787045,7702998,33547,1795033,1787133,7723787,33596,1795496,1787392,7443568,33004,1794527,1786798,7070805,32986,1793801,1786502,7455219,32960,1793375,1786163,7553743,33054,1793316,1786204,7349891,33008,1793749,1786339,7067099,33177,1793979,1786594,7370409,33036,1793664,1786295,7408680,32924,1793419,1786268,7599731,33527,1796203,1787832,7589449,33544,1795836,1787620,7468234,33024,1793360,1786177,7490045,32950,1793097,1786096,2672228,9104,14788,11050,2677512,9306,15033,11288,2879733,9534,14791,11064,2898319,9702,14534,10917,2697274,9129,14824,11037,2458917,8598,14865,10994,2664599,8882,14677,11019,2728734,8969,14872,11092,2713342,9174,14889,11198,2688197,9342,14781,11049,2660610,8999,14625,10909,2654650,8637,14536,10799,3159541,10007,14678,10968,3169599,10071,14782,10978,2661188,8906,14900,11174,2682318,8631,14701,11042,
2026-08-13,12:13:22.223,998,7688234,33918,1780223,1776414,7580269,33518,1780300,1776525,7835465,33788,1780710,1776657,7814500,33810,1780949,1776822,7599264,33236,1780274,1776326,7199205,33236,1779319,1775806,7659422,33247,1779094,1775706,7641766,33307,1778846,1775604,7421107,33187,1778935,1775662,7107568,33287,1779088,1775816,7467158,33216,1778962,1775558,7473566,33101,1778695,1775551,7735987,33729,1781398,1777082,7627505,33650,1781205,1776984,7590896,33398,1778722,1775624,7598955,33325,1778618,1775644,1328274,4037,8077,4068,1299020,3941,8381,4223,1434079,4252,8120,4059,1438068,4314,8087,4065,1340407,4072,8311,4172,1168993,3553,8396,4120,1282608,3758,8045,4066,1302240,3728,8233,4135,1270950,3804,8308,4181,1258599,4044,8298,4120,1342178,3912,8359,4065,1254538,3649,8233,4033,1734000,4772,8416,4141,1734461,4867,8415,4141,1263885,3578,8313,4121,1222669,3386,8207,4132,
2026-08-13,12:13:23.224,998,25880140255,28527814,53913100,28722665,25645502695,28526290,53904332,28715895,26209305086,28526974,53905990,28715853,26440362136,28527736,53907342,28718705,25787947715,28527451,53911217,28720015,25449521361,28528572,53916589,28724345,26161645048,28529087,53914171,28724253,26519400603,28524915,53905909,28714719,25956867825,28529636,53912266,28722282,25613692342,28526648,53910360,28720817,25815371977,28526512,53909361,28719253,26360057251,28527757,53912647,28721906,26138343981,28525723,53909795,28717997,25888918949,28527078,53907243,28715153,26420283329,28527814,53907571,28716340,26811344012,28527800,53910502,28718420,20844144273,25208273,51740,45139,20799832974,25207254,54291,47632,21241169454,25207534,52149,45782,21262939979,25208212,53026,45921,20760191287,25207480,50457,44143,20738777221,25207399,48136,41819,21200423359,25208512,51873,46146,21557267694,25209292,51430,45785,21018181617,25206831,49186,43307,21030271145,25208126,50987,45294,21116459812,25207344,49584,43496,21514333204,25207899,49821,42807,21378790327,25208562,50349,44295,21234370225,25208539,51518,45281,21521886924,25209190,51130,45226,22078719795,25208250,49971,43845,
2026-08-13,12:13:24.224,998,29214906687,32950356,61936345,32974690,28884462306,32947076,61927933,32967953,29598568537,32948806,61932133,32970943,29869189434,32947781,61928684,32968998,29103757473,32946809,61928478,32967413,28657448204,32949040,61935228,32973404,29530983941,32950777,61933114,32974121,29959981116,32947557,61928466,32968037,29298408451,32948333,61929867,32970204,28853401814,32948415,61927970,32968842,29083219821,32947280,61930513,32970639,29775147542,32947556,61929093,32969774,29522448639,32947293,61929782,32969271,29187198168,32948891,61928723,32968127,29849804610,32946090,61925580,32966284,30304297073,32949127,61930765,32971926,23677548904,28970030,36239,30616,23577034422,28968597,37244,31653,24122803689,28968491,35818,30377,24149658553,28968339,35447,29776,23560547459,28967390,32417,27143,23504827201,28966405,31332,26024,24070373812,28966836,32143,27211,24476198821,28967257,33689,28324,23860495446,28965753,32795,27431,23841694444,28966980,34468,29142,23931277466,28965997,31595,26431,24429607805,28966530,33167,27994,24289347826,28968099,34712,29626,24086623077,28967783,34821,29155,24436942769,28966291,32814,27417,25079148204,28965163,32840,27262,
2026-08-13,12:13:25.225,998,28721850900,31648206,61491576,31686698,28372245193,31645943,61487280,31683462,29240046535,31647596,61491264,31686821,29505932738,31645919,61486724,31683026,28562894118,31644697,61486202,31681700,28000338227,31644451,61486573,31681891,29156275700,31647293,61487891,31685149,29580513481,31645690,61486694,31683702,28799002948,31645720,61487242,31683987,28231815990,31644915,61484569,31682120,28615420495,31646768,61488088,31685007,29452663218,31644520,61485034,31682389,29060751674,31644222,61486367,31681874,28743812056,31645568,61483929,31680317,29548522711,31645404,61484535,31681287,30009805897,31646270,61486476,31684024,23927577412,29817960,51803,44433,23728168040,29816779,52659,44989,24364324864,29816618,52276,44495,24364249553,29816345,51058,43477,23782804587,29815859,47984,41267,23663084412,29814969,48205,40780,24302754874,29815687,49255,42430,24694143335,29815727,50427,43167,24106387489,29814575,49712,42502,24004808590,29816556,53313,46225,24093435109,29814703,48353,41357,24667851456,29815525,49706,42727,24552468294,29817052,50715,43830,24286431716,29815621,49875,42831,24674722105,29815549,49230,41835,25302112030,29813720,48580,41657,
2026-08-13,12:13:26.225,998,27284828246,32865633,63356793,32924739,26956445197,32865992,63353636,32922812,27736628223,32866635,63356640,32924936,28011359320,32865186,63354195,32922916,27103461736,32865944,63357466,32926532,26576039365,32863646,63354439,32923928,27635639994,32867707,63360001,32929871,28077284756,32865000,63357946,32927074,27319286301,32865224,63359066,32928697,26807595816,32865753,63357298,32927812,27171358902,32868567,63359688,32929185,27923300031,32866293,63359196,32928552,27581787063,32864750,63356563,32924905,27323185910,32866107,63354444,32923465,28008975642,32865137,63354720,32924465,28495830574,32867085,63356440,32926461,24012441259,30441620,41391,34373,23775427811,30441512,44519,36333,24443315861,30440911,43328,35174,24422110080,30440909,41528,34061,23838360860,30438917,36674,30371,23706466592,30438609,38585,31769,24369042629,30439942,39171,32158,24742671343,30439664,39159,32377,24175429576,30438475,39116,32650,24061091063,30439951,42404,35769,24141656529,30438991,37468,30858,24736767023,30440364,38720,32474,24631829490,30442480,41799,35597,24357111351,30440526,40256,33968,24740747768,30439890,38432,32045,25359412103,30438803,38947,32849,
2026-08-13,12:13:27.225,997,24729572710,30232441,61008329,30327043,24449530138,30234099,61007199,30325492,25084198626,30234334,61007080,30326212,25311835374,30233583,61005268,30324252,24573076768,30238148,61016018,30334940,24083433465,30233099,61012586,30332012,24994484207,30235721,61013922,30333384,25372563623,30232827,61010652,30330056,24782882160,30234450,61017813,30337189,24313498671,30232013,61012712,30332871,24651284976,30237805,61014189,30334590,25270950740,30235224,61014923,30335033,25034153987,30230699,61009187,30327412,24807702958,30232484,61004291,30323844,25363457766,30231441,61005680,30325222,25791404272,30232337,61004944,30324846,23975363660,30692864,51687,42710,23787713608,30693838,55036,44240,24421799576,30692727,53622,43583,24383842163,30692415,52704,42639,23829457993,30691761,50273,40060,23723646545,30690973,50484,41293,24385733953,30692320,50663,40982,24729554498,30691856,49917,41314,24184737547,30692075,51210,43216,24095118184,30692924,53911,45385,24192791025,30691037,49832,40635,24755582421,30692542,50706,41942,24637422289,30694108,51054,43587,24393812763,30692237,50015,42886,24754701740,30692333,48857,40751,25343440146,30690531,48924,40304,
2026-08-13,12:13:28.224,997,20070881149,25592879,56492702,25698502,19901141486,25610129,56508783,25715068,20394053127,25618766,56516804,25723432,20593372533,25625479,56521580,25728462,19823038898,25624459,56528074,25734835,19501658357,25627769,56532541,25739042,20192786412,25643840,56546637,25753938,20535357070,25656329,56560413,25766528,19999770203,25617025,56526207,25733326,19681462806,25623493,56529188,25737207,19942066382,25636327,56537782,25745675,20433398347,25640830,56545848,25753427,20398696107,25606682,56510570,25716662,20226156708,25626749,56523253,25730151,20670486345,25629895,56530671,25737529,21060719906,25641427,56540164,25747310,23785329808,30900660,185307,175964,23619771536,30900786,188329,177542,24237648273,30899700,187004,176615,24142599370,30900818,188014,177462,23923603462,30899641,185375,174527,23785503150,30897903,183086,172715,24515443040,30900015,185424,174953,24850265084,30900737,186054,176812,24176079134,30899631,185133,176678,24074363780,30899794,186713,177481,24208957598,30898824,185003,174743,24759374462,30899806,184616,175073,24506100152,30902104,185955,178425,24249214523,30900761,186855,178447,24620231933,30900019,183627,175445,25145012241,30899627,185294,176987,
2026-08-13,12:13:29.225,998,16659406054,21760664,52701259,21868299,16568930799,21795005,52735172,21901811,16963344462,21821418,52760873,21928224,17129014748,21843141,52781421,21948820,16546069814,21784198,52729112,21896535,16324377810,21795541,52741343,21909363,16877068307,21839644,52783297,21951502,17158404220,21868662,52813003,21980265,16582275584,21828182,52778410,21946428,16381284332,21841114,52788592,21957084,16589762106,21865909,52808566,21977202,16973300539,21891570,52837172,22006079,16990334720,21787492,52732565,21899457,16885040924,21830975,52769466,21937172,17234515388,21844418,52786595,21954441,17575119859,21875497,52816158,21983972,23741528126,30845563,54142,45956,23563765375,30846832,58779,48659,24214076832,30845081,57031,47657,24088059489,30845504,56017,46901,23795952200,30845767,56634,46167,23629818265,30844007,54703,45720,24387349346,30845229,55595,45385,24675378447,30846893,55893,47598,24279988111,30845106,55833,47971,24111854654,30845985,57883,49142,24280063104,30844235,55152,45376,24893804322,30844666,54749,45543,24482547828,30846537,54625,47480,24162086749,30845601,55345,48245,24582862510,30846474,54874,47419,25101802103,30843823,53502,45710,
2026-08-13,12:13:30.225,998,13867485728,16801013,47722199,16908385,13856539693,16829557,47751014,16936897,14266702101,16861015,47781014,16967579,14355055795,16882412,47800480,16987544,14080778105,16853415,47779978,16966272,13951459827,16847423,47774275,16961489,14493780794,16908270,47833969,17020875,14677142395,16930516,47856079,17042091,13978159941,16821925,47754006,16940926,13846199951,16825685,47753352,16941244,14050332884,16856043,47780018,16968182,14452735041,16886707,47813658,17001968,14319121154,16804605,47730176,16916501,14275132931,16841976,47761693,16948360,14645991967,16866585,47789304,16976158,14894226602,16893987,47814665,17002127,23787961602,30829078,61792,47957,23616195812,30830798,67418,51830,24278787304,30829597,66543,51908,24107624269,30828640,63431,48731,23871355991,30829093,61643,46531,23662288916,30827275,60260,46268,24433459541,30828988,61796,46588,24685168346,30830218,61664,47939,24177690816,30827959,61659,48093,23993758511,30828686,62910,48325,24151260530,30826832,59278,44568,24718236515,30829123,62050,47719,24559921451,30831435,62878,50508,24182714339,30830414,62773,50626,24628051166,30830829,63005,50195,25130942113,30829435,63383,50346,
2026-08-13,12:13:31.226,998,13476213864,17158672,48081597,17268454,13485333250,17206233,48128419,17315478,13861661358,17237464,48158645,17345976,13955392706,17261725,48181517,17368896,13704369417,17212367,48140780,17327208,13601244058,17227782,48156084,17343885,14100631360,17285582,48212722,17400591,14274797439,17311075,48237790,17425144,13605049959,17194877,48127938,17315643,13501830359,17213102,48142813,17330995,13695883009,17244338,48170386,17358608,14062161309,17276783,48205872,17394440,13909055524,17189781,48117129,17303501,13886852471,17241316,48162918,17350088,14227749807,17259861,48184497,17371800,14468545289,17294050,48216985,17404867,23781196520,30830370,68517,57253,23604435226,30830376,70981,59085,24271806880,30830543,73040,60988,24106224029,30830440,71045,59012,23846477778,30831053,69957,57110,23635907290,30829631,69875,58554,24411137643,30831368,70285,58590,24657987810,30831975,69511,59143,24172385704,30829653,68672,58371,23978821527,30830790,71936,59996,24141899162,30829441,68000,56487,24712538411,30830832,69830,58500,24565479353,30832757,70086,59871,24176636157,30830581,68815,59641,24628065547,30831608,69191,59075,25129099748,30830049,68413,58165,
2026-08-13,12:13:32.226,998,13363748879,15992358,46918992,16100841,13347802347,16029902,46955826,16138071,13731632490,16057158,46982326,16164619,13816479161,16073626,46998028,16180119,13569809981,16018945,46950588,16132690,13431907569,16033150,46965417,16148011,13943601378,16075247,47006276,16188945,14121819809,16097867,47029098,16210604,13481524845,16019055,46955303,16138202,13347941489,16036790,46969023,16152294,13536382407,16057602,46986818,16170221,13914843455,16081311,47013361,16197101,13793382296,16014419,46945261,16126882,13743398622,16060427,46985519,16167952,14088684089,16073194,47002148,16184638,14325457770,16098482,47025150,16207936,23808166544,30838774,55730,45978,23629442066,30839256,58761,48270,24291093233,30839240,60458,49639,24121359665,30838343,55987,45841,23821975365,30838431,55781,44657,23612646459,30838378,55387,45522,24383585753,30840236,56954,46599,24631654831,30840872,56441,47368,24165514649,30837584,55302,45784,23976518683,30839382,59844,48341,24134579961,30837451,54769,44417,24703885441,30839358,56735,46379,24581828259,30841368,58884,49960,24191063696,30839260,56220,48328,24637748407,30839841,55926,47768,25133834925,30838460,54845,45919,
