bench,compression,tag,phase,query,mean_s,std_s,n
tpch-sf30,compressed,numa-balancing,warm,12,0.2274,0.0035,19
tpch-sf30,compressed,numa-balancing,cold,13,1.6227,0.0,1
tpch-sf30,compressed,numa-balancing,warm,13,0.5136,0.0072,19
tpch-sf30,compressed,numa-balancing,cold,14,0.154,0.0,1
tpch-sf30,compressed,numa-balancing,warm,14,0.1599,0.0053,19
tpch-sf30,compressed,numa-balancing,cold,15,0.112,0.0,1
tpch-sf30,compressed,numa-balancing,warm,15,0.1143,0.0028,19
tpch-sf30,compressed,numa-balancing,cold,16,0.2337,0.0,1
tpch-sf30,compressed,numa-balancing,warm,16,0.2319,0.0075,19
tpch-sf30,compressed,numa-balancing,cold,17,0.2034,0.0,1
tpch-sf30,compressed,numa-balancing,warm,17,0.204,0.0063,19
tpch-sf30,compressed,numa-balancing,cold,18,0.6075,0.0,1
tpch-sf30,compressed,numa-balancing,warm,18,0.6036,0.0142,19
tpch-sf30,compressed,numa-balancing,cold,19,0.1643,0.0,1
tpch-sf30,compressed,numa-balancing,warm,19,0.1766,0.0098,19
tpch-sf30,compressed,numa-balancing,cold,20,0.2358,0.0,1
tpch-sf30,compressed,numa-balancing,warm,20,0.2347,0.006,19
tpch-sf30,compressed,numa-balancing,cold,21,0.5041,0.0,1
tpch-sf30,compressed,numa-balancing,warm,21,0.4986,0.0117,19
tpch-sf30,compressed,numa-balancing,cold,22,0.2016,0.0,1
tpch-sf30,compressed,numa-balancing,warm,22,0.1799,0.0103,19
tpch-sf30,compressed,repl,cold,1,4.8838,0.0,1
tpch-sf30,compressed,repl,warm,1,0.1674,0.0114,19
tpch-sf30,compressed,repl,cold,2,0.6722,0.0,1
tpch-sf30,compressed,repl,warm,2,0.0796,0.0089,19
tpch-sf30,compressed,repl,cold,3,2.5906,0.0,1
tpch-sf30,compressed,repl,warm,3,0.2578,0.0058,19
tpch-sf30,compressed,repl,cold,4,1.5851,0.0,1
tpch-sf30,compressed,repl,warm,4,0.1851,0.0057,19
tpch-sf30,compressed,repl,cold,5,0.7815,0.0,1
tpch-sf30,compressed,repl,warm,5,0.2531,0.0068,19
tpch-sf30,compressed,repl,cold,6,0.1077,0.0,1
tpch-sf30,compressed,repl,warm,6,0.0472,0.002,19
tpch-sf30,compressed,repl,cold,7,0.2669,0.0,1
tpch-sf30,compressed,repl,warm,7,0.1909,0.0042,19
tpch-sf30,compressed,repl,cold,8,0.3432,0.0,1
tpch-sf30,compressed,repl,warm,8,0.2059,0.0069,19
tpch-sf30,compressed,repl,cold,9,1.0613,0.0,1
tpch-sf30,compressed,repl,warm,9,0.8599,0.0156,19
tpch-sf30,compressed,repl,cold,10,0.8806,0.0,1
tpch-sf30,compressed,repl,warm,10,0.3383,0.0116,19
tpch-sf30,compressed,repl,cold,11,0.0581,0.0,1
tpch-sf30,compressed,repl,warm,11,0.0427,0.0019,19
tpch-sf30,compressed,repl,cold,12,0.2488,0.0,1
tpch-sf30,compressed,repl,warm,12,0.1864,0.0032,19
tpch-sf30,compressed,repl,cold,13,1.5973,0.0,1
tpch-sf30,compressed,repl,warm,13,0.4311,0.0174,19
tpch-sf30,compressed,repl,cold,14,0.1716,0.0,1
tpch-sf30,compressed,repl,warm,14,0.1341,0.0035,19
tpch-sf30,compressed,repl,cold,15,0.1196,0.0,1
tpch-sf30,compressed,repl,warm,15,0.095,0.006,19
tpch-sf30,compressed,repl,cold,16,0.2182,0.0,1
tpch-sf30,compressed,repl,warm,16,0.1979,0.0095,19
tpch-sf30,compressed,repl,cold,17,0.2359,0.0,1
tpch-sf30,compressed,repl,warm,17,0.1632,0.0053,19
tpch-sf30,compressed,repl,cold,18,0.5272,0.0,1
tpch-sf30,compressed,repl,warm,18,0.4786,0.0147,19
tpch-sf30,compressed,repl,cold,19,0.1747,0.0,1
tpch-sf30,compressed,repl,warm,19,0.1404,0.009,19
tpch-sf30,compressed,repl,cold,20,0.2274,0.0,1
tpch-sf30,compressed,repl,warm,20,0.1885,0.0065,19
tpch-sf30,compressed,repl,cold,21,0.4562,0.0,1
tpch-sf30,compressed,repl,warm,21,0.415,0.0117,19
tpch-sf30,compressed,repl,cold,22,0.1609,0.0,1
tpch-sf30,compressed,repl,warm,22,0.1613,0.0144,19
